Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 219.000	ARS 200.000	Jorge Luis Borges	2400	N/A	75 m² cubie. 3 dorm. A Estrenar	Departamento dúplex de 4 ambientes reciclado a nuevo, listo para entrar a vivir. Reforma integral realizada por estudio de arquitectura. Se renovaron completamente las instalaciones de agua, gas y electricidad. Ubicado en los pisos 9 y 10, con excelente luminosidad y vista abierta. PLANTA BAJA - Living comedor - Cocina independiente - Espacio para lavarropas - Balcón amplio - Puerta blindada Pentágono PLANTA ALTA - 3 dormitorios (uno principal en suite) - 2 baños completos - Todos los dormitorios muy luminosos con vista abierta - Balcón amplio Otros datos: Caja de preinstalacion de aire acondicionado en todos los ambientes. Puerta pengatono blindada Ventanas nuevas en todos los ambientes Superficie total: 85 m² Superficie cubierta: 75 m² Ubicado en Palermo Soho, una de las zonas más buscadas de la ciudad, con gran oferta de restaurantes, comercios, espacios verdes y excelente conectividad. Ideal para quienes buscan un departamento completamente renovado en una ubicación privilegiada de la ciudad. Las medidas, superficies y proporciones consignadas en la presente publicación son aproximadas y se brindan al solo efecto orientativo. Las medidas exactas surgirán del título de propiedad, plano y/o estado parcelario correspondiente. Las imágenes publicadas son ilustrativas y pueden diferir del estado actual del inmueble al momento de la visita. Los valores de expensas, impuestos y servicios pueden variar y deberán ser verificados por el interesado. La presente publicación tiene carácter informativo y no constituye oferta contractual. Ley 5115: el inmueble no es accesible para personas con movilidad reducida. La intermediación y la conclusión de las operaciones serán llevadas a cabo exclusivamente por el corredor responsable matriculado. Corredor inmobiliario responsable: CUCICBA 5496	https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--19381734	4	3	2	N/A	Excelente	N/A	Contrafrente	N/A	N/A	0	Sí	Duplex	Venta	75	85	10	USD 219.000	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 180.000	ARS 400.000	México	4200	N/A	100 m² cubie. 2 dorm. 11 años	IMPECABLE DÚPLEX ESTILO CASA! Muy luminoso! TODO A NUEVO! Excelente distribución! PB: Hall de recepción! Living-comedor! Toilette de recepción! Cocina integrada con barra desayunadora! PA: 2 Dormitorios! Placares! Baño completo! Split frío-calor! Servicios centrales! Todo eléctrico! Baulera! COCHERA FIJA Y CUBIERTA! Vigilancia! Apto profesional! Inmejorable ubicación! A metros de Avenida La Plata! Todos los medios de transporte! A 3 cuadras de la estación de subte Rio de Janeiro, Línea A. ÚNICO! OPORTUNIDAD! * Esta propiedad NO posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. * Matricula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-caballito-sur-3-ambientes--12113273	3	2	1	1	Excelente	11	Frente	E	N/A	0	Sí	Departamento	Venta	100	100	N/A	USD 180.000	N/A	3	N/A	N/A	Excelente	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0
USD 68.000	ARS 112.500	RIVADAVIA, AV.	5200	9	40 m² cubie. 1 dorm. 56 años	Venta de Departamento 2 Ambientes en Caballito, Capital Federal 2 Ambientes 40m2 en la zona de Caballito - Primera junta 9no piso al noroeste, luminoso y silencioso. En este momento se encuentra transformado en un mono ambiente, a refaccionar. Pisos de parquet en toda la unidad, living comedor, cocina independiente, la cual cuenta con calefón a gas Dormitorio con placard empotrado y salida a un balcón que tiene un cerramiento y tiene conexión para lavarropas. Baño completo con bañera. Calefacción individual, aire acondicionado frio en living. Edificio de 14 pisos, 5 unidades por piso, 2 ascensores, encargado con vivienda. APTO PROFESIONAL Precio US$ 68.000 Expensas $112.500 AySA $21.000 TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar.	https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19339863	2	1	1	N/A	Regular	56	Contrafrente	N	N/A	Sí	Sí	N/A	Venta	40	40	N/A	USD 68.000	N/A	14	5	N/A	N/A	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 105.000	ARS 178.000	CONESA	2500	7	36 m² cubie. 1 dorm. 10 años	Departamento Monoambiente con balcón y cochera - Belgrano Ubicado en Conesa 2.555 entre Monroe y Roosvelt. Ubicado en Conesa 2555, piso 7º B, en un edificio de 8 pisos, este departamento se destaca por su luminosidad, ventilación cruzada y buena distribución. Baño completo con ventuluz, amplia cocina con barra desayunadora, placard de guardado en el ingreso de la unidad. Cuenta con una superficie total de 37,48 m² (34,48 m² cubiertos + 3 m² de balcón), con orientación Este, lo que garantiza excelente luz natural. El edificio tiene solo 3 departamentos por piso, Dispone de ascensor, cámaras de vigilancia y portón automático para el acceso vehicular. Tiene personal de limpieza que va todas las mañanas. (no duerme en edificio) La unidad incluye cochera descubierta Nº 4. Las expensas son $178.000 aproximadamente e incluyen la cochera. Características principales: ? Balcón ? Aire acondicionado ? Ventilación cruzada ? Orientación Este ? Cochera descubierta ? Cámaras de vigilancia ? Encargada de limpieza (turno mañana) TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar.	https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--19264926	1	1	1	N/A	Bueno	10	Contrafrente	NE	N/A	0	N/A	N/A	Venta	36	37	N/A	USD 105.000	N/A	8	24	N/A	N/A	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 129.000	ARS 112.000	AMENABAR	2100	pb	63 m² cubie. 1 dorm. 45 años	Venta de Departamento en Belgrano, Capital Federal VENTA DEPARTAMENTO 2 AMBIENTES CON 2 PATIOS EN BELGRANO UNIDAD REFACCIONADA SUPERFICIE TOTAL 63M2 SUPERFICIE CUBIERTA 40M2 Frente a Plaza Noruega Apto profesional Ubicado en planta baja, este departamento de 2 ambientes se destaca por su excelente distribución, sus dos patios y su ubicación privilegiada en una de las zonas más buscadas de Belgrano. Al ingresar, nos encontramos con un living luminoso, con salida al primer patio y ventana hacia el segundo patio, lo que aporta muy buena ventilación y circulación de aire. Cuenta con cocina independiente, equipada con horno y anafe eléctricos, y conexión para lavarropas. Dispone de baño completo y dormitorio con placard y persiana. Características principales: 2 ambientes 2 patios Totalmente refaccionado a nuevo Cocina independiente Conexión para lavarropas Baño completo Dormitorio con placard Apto profesional Excelente potencial para renta Detalles técnicos: Aire acondicionado split frío/calor en living y dormitorio Persiana en el dormitorio Horno y anafe eléctricos Ubicación estratégica: Frente a Plaza Noruega y al Mercado de Belgrano A 200 metros de Av. Cabildo, con acceso al Metrobus y a la estación Juramento de Subte Línea D Cercano al paseo comercial a cielo abierto de Av. Cabildo A 700 metros del Barrio Chino Una propiedad ideal tanto para vivienda, uso profesional o inversión, gracias a su ubicación, estado y versatilidad. VALOR US$ 129.000 Valor $112.000 TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar.	https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--19225524	2	1	1	N/A	Bueno	45	Lateral	E	N/A	0	N/A	N/A	Venta	63	63	N/A	USD 129.000	N/A	8	N/A	N/A	N/A	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 599.000	ARS 1.160.000	Balbin	2400	12	153 m² cubie. 4 dorm. 20 años	muy amplio departamento con 3 dormitorios + escritorio ó 4º dormitorio 2 cocheras fijas cubiertas con medidas ambas para camioneta piso 12 al frente con vista abierta al oeste (sol de tarde) edificio con seguridad las 24 horas palier privado living de 10 x 4.50 da a balcón terraza con vista abierta de 15 x 2.50 amplísimo dormitorio principal en suite de 3.60 x 4.20 con vestidor y baño completo da también al balcón terraza al frente 2do y 3er dormitorio de 2.50 x 3.40 + placard cada uno dan al aire y luz abierto con sol de mañana baño completo con bañera toilette de recepción amplísima cocina con comedor diario de 6.00 x 3.40 lavadero o dependencia con baño de servicio Pisos: parquet flotante en living y dormitorios Servicios: individuales (caldera individual dual agua caliente y calefacción). Aire acondicionado en todos los ambientes baulera tipo jaula en sector baulera y tipo armario en una de las cocheras. Amenities: en Planta Baja: amplia piscina con parque y parrilla en Piso 13: SUM con parrilla, gimnasio, jacuzzi en terraza con vista panorámica, sauna las medidas son aproximadas las expensas pueden sufrir variaciones la Empresa no se hace responsable de estos cambios	https://www.argenprop.com/departamento-en-venta-en-belgrano-5-ambientes--19116965	5	4	3	N/A	Excelente	20	Frente	O	N/A	0	N/A	Departamento	Venta	153	198	45	USD 599.000	N/A	12	N/A	N/A	Excelente	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1
USD 198.000	ARS 180.000	Jerónimo Salguero	1900	PB	65 m² cubie. 2 dorm. 1 baño	BAÑO Y COCINA RECICLADOS NO ACEPTO NEGOCIAR CON INMOBILARIAS. DUEÑO DIRECTO	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18784904	3	2	1	N/A	Bueno	N/A	Interno	N/A	N/A	Sí	Sí	Departamento	Venta	65	65	N/A	USD 198.000	N/A	5	2	N/A	Bueno	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
USD 248.000	ARS 230.000	Avenida Gaona	1100	N/A	118 m² cubie. 2 dorm. 30 años	Excelente semipiso 4 ambientes con dependencia y baño de servicio Actualmente se derribo una pared para duplicar la zona del living, hoy hay 2 dormitorios. Se destaca la amplitud de sus ambientes. Gran living comedor con balcones corridos piso alto mucha luz y vista abierta Cocina comedor independiente , lavadero independiente, dependencia de servicio Actualmente se utiliza como escritorio. Habitación principal con vestidor, segundo dormitorio y dos baños completos. Pisos de madera, excelente estado de conservación . Cochera fija cubierta Vea el video de la propiedad ! AVISO LEGAL: Las medidas son aproximadas y pueden variar, los valores de expensas, impuestos y servicios y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos del inmueble. El oferente deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación	https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18034339	4	2	3	N/A	Excelente	30	Frente	E	Corrido	0	Sí	Semipiso	Venta	118	128	10	USD 248.000	N/A	9	2	N/A	Muy Bueno	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 106.500	N/A	Conesa al	2900	N/A	34 m² cubie. A Estrenar 1 baño	"Excelente monoambiente al contrafrente en edificio a estrenar, ubicado en Conesa 2951, entre Congreso y Quesada, en una ubicación estratégica del barrio de Núñez, lindando con Belgrano y Coghlan. La unidad cuenta con 34 m2 cubiertos más 5 m2 de balcón con vista abierta y parrilla propia, ofreciendo una excelente combinación de confort y funcionalidad. Dispone de cocina integrada de diseño moderno, con muy buenas terminaciones, espacio de guardado y sector destinado para lavarropas en el balcón. Departamento muy luminoso, con ventilación natural y una distribución que aprovecha al máximo cada metro. El edificio se desarrolla en PB + 9 pisos, cuenta con ascensor, agua caliente central, una gran terraza común con espacio de uso interno destinado a gimnasio. Una propuesta ideal para quienes buscan confort, diseño y ubicación estratégica, tanto para vivienda como para inversión. Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--18933764	1	N/A	1	N/A	N/A	N/A	Contrafrente	E	N/A	0	N/A	N/A	Venta	34	39	5	USD 106.500	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 269.000	ARS 263.000	ARENALES	3100	8	135 m² cubie. 2 dorm. 40 años	EXCLUSIVO PISO COMPLETO CON DOS AMPLIOS BALCONES TERRAZA EN PALERMO, CAPITAL FEDERAL Hermoso piso de categoría, con vista 360º, muchísima luz natural y detalles elegantes. Ideal para quienes buscan privacidad, confort y una terraza propia en plena ciudad. Ubicado en el último piso de un elegante edificio esquinero sobre Billinghurst y Arenales, a metros del Alto Palermo Shopping, en pleno Recoleta. Este departamento único ocupa toda la planta y se accede por palier privado, con entrada de servicio. Cuenta con un cómodo living comedor, sala de estar, comedor diario o escritorio, toilette de recepción y cocina independiente. La suite principal es muy amplia, con vestidor y jacuzzi. Los dos balcones terraza rodean la unidad, ofrecen vista 360º abierta, sol durante todo el día y parrilla propia. Además, el edificio cuenta con parrilla de uso común. Una propiedad luminosa, privada y única, en una de las zonas más buscadas de la ciudad. Aclaración: Unidad originalmente de 3 ambientes, hoy transformada en amplio 2 ambientes para mayor comodidad Superficie Cubierta: 100 M2 Superficie terrazas: 35 M2 Superficie total: 135 M2 AVISO LEGAL Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual puede arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado debe realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por si o sus profesionales las copias necesarias de la documentación que corresponda. Corredores Inmobiliarios responsables en CABA: JUAN CARLOS SARDI CUCICBA 2174 LUCIANO LANCE CUCICBA 2173 Corredor Inmobiliario responsable en PROVINCIA DE BUENOS AIRES: LUCIANO LANCE 4032 Tª ix Fª 4032 CMCPDJME	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18537647	3	2	2	N/A	Excelente	40	Frente	NO	N/A	0	N/A	N/A	Venta	135	135	N/A	USD 269.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 155.000	ARS 288.000	ARMENIA	2100	8	47 m² cubie. 1 dorm. 18 años	Departamento 2 Ambientes en Venta - Armenia 2100 8º D - Palermo Excelente oportunidad en el corazón de Palermo, uno de los barrios más buscados de la ciudad, con vista abierta y luz natural. Ideal inversión o vivienda. Ubicado en Armenia 2100, 8º D, este luminoso departamento de 2 ambientes se destaca por su comodidad, funcionalidad y amenities de categoría. Características de la unidad: Amplio y muy luminoso Losa radiante Aire acondicionado Excelente distribución Amenities del edificio: Piscina Parrilla Terraza Solarium Laundry Ideal tanto para vivienda como para inversión, en una zona con excelente conectividad, cercanía a espacios verdes, gastronomía y comercios. AVISO DE ALQUILER LEPORE PROPIEDADES T. / C. LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas y/o gastos comunes, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas con carácter previo a la realización de cualquier operación, requiriendo por sí o sus profesionales de confianza las copias necesarias de la documentación que corresponda. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato (conf. el Art.4 de la Ley 5.859 de C.A.B.A) Propiedad según Ley 5115 La accesibilidad para las personas con discapacidades físicas. ?accesible?	https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--19102028	2	1	2	N/A	Muy Bueno	18	Contrafrente	NO	N/A	0	N/A	N/A	Venta	47	49	1	USD 155.000	N/A	9	27	N/A	N/A	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
USD 89.000	ARS 120.000	Santa Rosa	5000	4	25 m² cubie. 45 años 1 baño	DUEÑO DIRECTO SIN COMISION INMOBILIARIA. Vende hermoso MONOAMBIENTE de 29 m2 totales, con balcón corrido en el cuarto piso, de Borges esquina pasaje Santa Rosa, con vista a la Plaza Serrano y con hermosa vista y excelente luz todo el día. Ideal inversión para alquiler temporario o vivienda. El departamento cuenta con sala adaptable a necesidades con placar y amplio pasillo de entrada. Cocina semi integrada con barra y salida al balcón y baño completo con puerta corrediza. Importante balcón corrido con piso tipo deck de madera y hermosa vista abierta. Posee gas y aire acondicionado. Living y cocina con aberturas en DVH que aíslan el ruido y el frio. Orientación al Este (sol directo en la mañana) ES DUEÑO DIRECTO SIN COMISION NO ATENDEMOS INMOBILIARIAS BAJO NINGUN CONCEPTO.	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--19344446	1	N/A	1	N/A	Muy Bueno	45	Frente	E	Corrido	Sí	N/A	Departamento	Venta	25	29	4	USD 89.000	N/A	N/A	N/A	N/A	Muy Bueno	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
USD 210.000	ARS 310.000	Juan María Gutiérrez	2500	N/A	85 m² cubie. 3 dorm. 40 años	IMPECABLE SEMIPISO! BALCÓN CORRIDO AL FRENTE CON VISTA ABIERTA! Muy luminoso! Todo luz y sol! Excelente distribución! Toilette de recepción a nuevo! Living-comedor! 3 Dormitorios! Placares! Baño completo con ventilación natural a nuevo! Cocina completa! Comedor diario! Lavadero independiente! Entrada de servicio! Servicios centrales! 5 Splits! Pisos de madera! Baulera! El encargado vive en el edificio! Inmejorable ubicación! Apto crédito! ÚNICO! OPORTUNIDAD! * Esta propiedad no posee acceso para personas con movilidad reducida. *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18705426	4	3	1	1	Excelente	40	Frente	O	Corrido	0	Sí	Semipiso	Venta	85	85	N/A	USD 210.000	N/A	9	2	N/A	Excelente	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
USD 250.000	ARS 250.000	José Andrés Pacheco De Melo	2600	N/A	100 m² cubie. 3 dorm. 40 años	IMPECABLE PISO! BALCÓN AL FRENTE CON VISTA A LA COPA DE LOS ÁRBOLERS! Muy luminoso! Todo luz y sol! Excelente distribución! Palier privado! Hall de entrada! Living y comedor en L! Baño completo! 1 Dormitorio en suite! 2 Dormitorios! Amplios placares! Cocina completa! Conexión para lavarropas! Entrada de servicio! Puertas blindadas! 2 Splits frío-calor! Pisos de madera! Cañerías a nuevo! Baulera! BAJAS EXPENSAS! El edificio cuenta con personal de limpieza! Terraza común! Posibilidad de cochera enfrente! Inmejorable ubicación! Todos los medios de transporte! ÚNICO! OPORTUNIDAD! * Esta propiedad NO posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matricula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--19099271	4	3	2	N/A	Excelente	40	Frente	O	Corrido	0	N/A	Piso	Venta	100	100	N/A	USD 250.000	N/A	6	1	N/A	Excelente	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
