Precio	Expensas	Calle	Altura	Piso	Tipo_Alquiler	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 3.200	N/A	La Pampa	1700	N/A	Alquiler	137 m² cubie. 3 dorm. 3 baños	LA PAMPA 1700 AMOBLADO Y EQUIPADO CON MUY BUEN GUSTO SERVICIOS CENTRALES - COCHERA FIJA VIGILANCIA 24 HS - A metros de TODO. Fácil acceso a metros de las Barrancas de Belgrano Avdas. Supermercados. Colegios Nacionales e Internacionales - Bancos - Shopping - Instituciones de salud. etc. Exclente y Luminoso! Palier semi-privado . Amplio Living Comedor a gran balcón corrido Toilette de recepción - 2 dormitorios ambos al balcón y Escritorio o 3er dormitorio. 1 Baño completo. (Total 3 baños. Toilette - baño cpto y otro baño en la dependencia.) Amplia Cocina . Dependencia de servicio con baño. Cochera fija - Vigilancia 24 hs. Superficie 137 metros Servicios centrales - Agua y calefacción ALQUILER: u$s 3200 (Paquete Expensas - ABL - AYSA) Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince por ciento (4,15%) del monto total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas. Las especificaciones, medidas y expensas son informativas y aproximadas, a solo efecto orientativos. Los datos definitivos son los que surgirán del título de propiedad y de los comprobantes respectivos. SANCHEZ NAON PROPIEDADES Marta Sánchez M 2850 T1 F107 Colegio Único de Corredores Inmobiliarios de la Ciudad de Buenos Aires (CUCICBA)	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--18803879	4	3	3	1	Excelente	N/A	Frente	N/A	Corrido	0	N/A	Semipiso	Alquiler	137	137	N/A	USD 3.200	N/A	N/A	N/A	N/A	Excelente	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
USD 600	N/A	Guise	1600	N/A	Alquiler Temporal	1 dorm. 1 baño 2 ambientes	Hermoso y coqueto departamento de 2 ambientes amoblado y listo para instalarse. Muy luminoso! La ubicación es ideal Entre Paraguay y Soler. Tiene cocina con todos los utencillos, termotanque, heladera. Living con mesa para dos. En el dormitorio una cama de dos plazas, escritorio, aire acondicionado. Baño completo con bañera. Balcón con tender. Se pagan servicios aparte. Se alquila temporal y para visitarlo llamar o enviar un mensaje al Sra. Sandra.	https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18703030	2	1	1	N/A	Excelente	N/A	Frente	E	N/A	0	N/A	Departamento	Alquiler	N/A	N/A	N/A	USD 600	N/A	N/A	N/A	N/A	Bueno	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 690.000	ARS 115.000	Gascón	1200	5	Alquiler	32 m² cubie. Monoam. Contra Frente	Departamento en alquiler en Gascón y Gorriti en Palermo. Ideal para una o dos personas. Es un monoambiente muy tranquilo al contrafrente, luminoso y silencioso, con sol y ventanal, placard grande, cocina integrada, anafe eléctrico de 2 hornallas, baño completo y piso flotante. Bien conectado, a mts. de Honduras y de Av. Córdoba. Muy buena zona y edificio	https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-1-ambiente--8218097	1	N/A	N/A	N/A	N/A	N/A	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	32	32	N/A	ARS 690.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 950.000	ARS 150.000	Avenida General Las Heras	4000	4	Alquiler	1 dorm. 1 baño 2 ambientes	Requisitos para ingresar: No sé pide garantía propietaria ni seguro de caución. No paga comisión (dueño directo). Solo mes de depósito. Excelente departamento con vista al jardín Botánico. Completamente amoblado y equipado todo nuevo y en perfectas condiciones, listo para entrar. Luminoso. Balcón al frente con vista la Jardín Botánico. Cuenta con un dormitorio con cama de dos plazas, un living comedor, cocina independiente con extractor de aire de última generacion, lavadero con lavarropa y baño. Cuenta con split frio calor tanto en el living como en el dormitorio. Además el edificio cuenta con sistema de calefacción central. Tv smart 43 pulgadas con wi fi tanto en el living como en el dormitorio. Piso parque impecable nuevo. Cuenta con Heladera, Freezer, microondas, cocina, lavarropas, vajillas y elementos de cocina. A cargo del locatario: servicios de gas, luz, agua, abl y wi fi. Ajuste trimestral IPC. Plazo de contrato 6 meses, 1 año o 2 años, a elección del inquilino.	https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--15534083	2	1	1	N/A	Excelente	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	40	N/A	ARS 950.000	N/A	N/A	N/A	N/A	Excelente	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ARS 680.000	ARS 150.000	Uriarte	1400	7	Alquiler	1 dorm. 1 baño 2 ambientes	* 2 ambientes en Palermo Soho – Uriarte al 1400 Excelente departamento de 2 ambientes ubicado en pleno Palermo Soho, una de las zonas más buscadas de la ciudad. A pasos de Plaza Serrano, rodeado de cafés, restaurantes y locales de diseño. Muy cerca de Plaza Italia, con excelente conectividad y acceso a múltiples medios de transporte. Próximo a espacios verdes como el Jardín Botánico Carlos Thays y los Bosques de Palermo. Ideal para quienes buscan comodidad, ubicación y estilo de vida urbano. * Ubicación privilegiada * Zona gastronómica y cultural * Excelente conectividad Tu Lugar en BA – Alquileres	https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--19378237	2	1	1	N/A	Muy Bueno	N/A	Contrafrente	N/A	Frances	Sí	N/A	Departamento	Alquiler	N/A	38	N/A	ARS 680.000	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 700.000	ARS 250.000	República De Eslovenia	1900	3	Alquiler	38 m² cubie. 1 dorm. 30 años	Dos amplios y luminosos ambientes. Domitorio con placard. Living comedor con estufa a gas. Balcón a la calle. Amplia cocina con lavadero separado. iNTERMEDIARIOS ABSTENERSE.	https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--17654630	2	1	1	N/A	Excelente	30	Frente	N	Terraza	0	N/A	Departamento	Alquiler	38	40	2	ARS 700.000	N/A	9	4	N/A	Muy Bueno	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
USD 1.650	N/A	HUMBOLDT	2400	5	Alquiler	68 m² cubie. 2 dorm. 5 años	Espectacular y Luminoso departamento en Palermo Hollywood, una de las zonas mas buscadas de Palermo, por su excelente conectividad , a media cuadra de Av Santa Fe, cerca de Av Juan B Justo, con innumerables medios de transporte. Asi como también a pasos de bares ,restaurantes, y boutique de moda. El departamento cuenta con 3 amplios ambientes living comedor, cocina integrada, ambientes todos equipados con aire acondicionado frío-calor, pisos de madera y porcelanato,detalles de diseño que combinan confort y estilo. Tambien cuenta con dos baños, muy completos. El departamento se alquila totalmente amoblado. Tiene una superficie total de 72 M2 , incluido el hermoso balcón al frente. La torre es de categoría y cuenta con seguridad permanente y full amenities. El precio del alquiler es de USD2200/mensuales, incluidas expensas, luz, gas abl y wifi . Se hace contrato de Alquiler por 3 meses , 1 año. Para entrar se paga el mes de alquiler mas mes de garantía. Está ya equipado para habitarlo. Dueño directo, sin comisión inmobiliaria. Disponibilidad inmediata. Contactanos para mas información o para agendar una visita.	https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-3-ambientes--19148513	3	2	2	N/A	Muy Bueno	5	Frente	N	Terraza	0	N/A	Departamento	Alquiler	68	72	4	USD 1.650	N/A	N/A	N/A	N/A	N/A	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0
ARS 700.000	ARS 140.000	Bulnes	2000	2	Alquiler	33 m² cubie. 1 dorm. 50 años	RESERVADO Departamento de 2 ambientes en Palermo -zona Botánico, a metros del Alto Palermo Shopping y subte Bulnes. Práctico y en muy buenas condiciones. Ubicado en zona estratégica de Palermo: media cuadra de Av. Santa Fe, Línea de Subte D estación Bulnes, una cuadra de Av. Coronel Diaz y a 3 cuadras del Parque de las Heras. El departamento está en un edificio de 8 pisos con 2 ascensores, donde hay cámaras de seguridad y encargado. La unidad cuenta con: *Living/comedor con aire acondicionado. *1 Dormitorio con ventana al aire/ luz y calefacción mediante panel eléctrico de bajo consumo. *Baño completo con bañera. *Cocina con artefacto de cocina nuevo marca Longvie con válvula de seguridad, grifería nueva y calefón a gas moderno con apagado automático cuando no se usa. *Lavadero techado con tender. Expensas $140.000.- Condición: contrato de 24 meses con ajuste trimestral por IPC. Requisitos: Garantía propietaria o seguro de caución + 1 mes por adelantado + 1 mes de depósito en garantía. Por ley 5859 de la Ciudad Autónoma de Buenos Aires, los honorarios profesionales a abonar al corredor inmobiliario matriculado por locaciones con destino habitacional están a cargo del propietario/locador. Nota: las medidas, metrajes y proporciones son aproximadas y están sujetas a verificación si es necesario.	https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--19364827	2	1	1	N/A	Muy Bueno	50	Lateral	NE	N/A	0	N/A	Departamento	Alquiler	33	35	2	ARS 700.000	N/A	8	6	N/A	Muy Bueno	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARS 1.700.000	ARS 500.000	Charcas	4000	3	Alquiler	65 m² cubie. 2 dorm. 30 años	Ubicado sobre Charcas entre Armenia y Malabia, en pleno Palermo, este departamento de 3 ambientes al frente ofrece una combinación de luz, confort y amenities, ideal para vida familiar. A pocas cuadras de Av. Santa Fe, del Jardín Botánico y de la estación de subte línea D (Scalabrini Ortiz), cuenta con una ubicación estratégica que combina conectividad, espacios verdes y una amplia oferta gastronómica y comercial. Situado en un tercer piso con ascensor, se destaca por su excelente luminosidad en todos los ambientes. Distribuidos en 72mts2 aprox, cuenta con living comedor con salida a balcón, cocina amplia con espacio para lavadero, dos dormitorios con placares y un baño completo. Todos los ambientes dan al frente, con muy buena ventilación y luz natural durante todo el día. Calefacción central por losa radiante. Se entrega en impecable estado: recién pintado, con pisos de parquet pulidos y plastificados en living y pisos nuevos en dormitorios, listo para entrar a vivir. El edificio tipo torre ofrece servicios que elevan la calidad de vida: vigilancia 24 horas, piscinas para adultos y niños, gran parque, cancha de pádel, sauna, SUM, laundry y espacio para guardado de bicicletas. Ideal para familias que buscan vivir en Palermo con comodidad, seguridad y servicios, en una ubicación privilegiada. Requisitos: ingresos demostrables, mes de depósito en USD, mes de adelanto y garantía propietaria en CABA. Alquiler: $1.700.000 Expensas: $500.000	https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-3-ambientes--19382369	3	2	1	N/A	Muy Bueno	30	Frente	NE	Terraza	0	N/A	Departamento	Alquiler	65	72	8,50	ARS 1.700.000	N/A	23	5	N/A	Muy Bueno	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0
ARS 800.000	ARS 220.000	F.Acuña de Figueroa	1300	1	Alquiler	45 m² cubie. 1 dorm. 15 años	Al entrar encontramos a la izquierda un amplio y cálido estar comedor con vista al patio. La cocina está incorporada -PERO podría separarse en caso de preferirlo (mediante un mueble, un tabique, una barra). Ambos dan al patio de 4 x 5,5, Ideal para armar un espacio externo de estar, y a la vez disfrutar la vista de plantas desde el dormitorio o el living. La cocina es sencilla, pero funcional, con mucho espacio de guardado. Hacia la derecha del hall se accede al dormitorio y al baño. El dormitorio también cuenta con ventanal que da al mismo patio. Gran placard con puertas corredizas de aluminio y espejo. Todo el departamento posee calefacción por piso radiante, provista por una caldera individual regulable. Las expensas incluyen el gasto de AySA. CONDICIONES PARA EL ALQUILER : - Contar con garantía propietaria excluyente. - Demostración de ingresos verificable. - Depósito : 1 mes . - 1er mes de alquiler. - Contrato por 2 años con actualización cuatrimestral.	https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--17312409	2	1	1	N/A	Muy Bueno	15	Contrafrente	NO	Terraza	Sí	N/A	Semipiso	Alquiler	45	65	20	ARS 800.000	N/A	6	2	N/A	N/A	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARS 800.000	ARS 200.000	Rivadavia	7113	N/A	Alquiler	60 m² cubie. 2 dorm. 40 años	Amplio y luminoso 3 Ambientes sobre Av. Rivadavia a una cuadra de Plaza Flores (Subte A - Tren Sarmiento - Metrobus). Posee calefacción por loza radiante en toda la superficie y agua caliente central. Habitación principal de piso parqué y gran placard. Segunda habitación de piso parqué con placard sobre pasillo distribuidor. Amplio living de piso parqué y gran ventanal. Cocina independiente con muebles en bajo y alto mesada. Lavadero independiente con conexión para lavarropas automático y entrada de servicio. Baño completo remodelado. El servicio de agua esta incluido en las expensas. Muy luminoso y ventilado, con sol de atardecer. Digno de ver.	https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--19233196	3	2	1	N/A	N/A	40	Lateral	O	N/A	0	N/A	N/A	Alquiler	60	60	N/A	ARS 800.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 640.000	ARS 71.200	CULPINA	300	N/A	Alquiler	A Estrenar Monoam. Excelente	HERMOSO MONOAMBIENTE AL FRENTE, MUY LUMINOSO CON BALCÓN, CALIDAD PREMIUM A ESTRENAR. 33 m2. EDIFICIO DE CATEGORÍA. Se entrega con: -Aire acondicionado frio/calor - Sistema INVERTER -Anafes -Horno empotrado -Extractor campana purificador para cocina Todos los productos marca Samsung -Puerta blindada del Departamento -Luminarias-dicroicas- artefactos de iluminación de calidad ya instaladas -Cortinas Black Out doble esterilla y lisa -Baño con seca toallas - Mampara – Bañadera – Bidé - Ventilación -Fibra Óptica ya conectada -Espacio y conexión para Lavarropas - Placares amplios y con cajonera - Agua caliente centralizada DVH (Doble Vidriado Hermético) mejorar el aislamiento térmico y acústico Listo para habitar El edificio es de Arquitectura Artística del siglo XIX de las Bellas Artes de París. Cuenta con: -Gastronomía propia en el Edificio en la PB a la calle -Cocheras -Bicicleteros -Amenities • Piscina • Solárium • GYM, • Parrilleros •SUM •Grupo Electrógeno arranque Automático •Ascensores alta Tecnología (2) capacidad para 6 personas •Sanitarios y vestidores. •Sistemas de ingreso al Edificio Inteligente por medio de reconocimiento facial, llave electrónica, código PIN y QR con mayor seguridad y comodidad sin llaves físicas. Permitiendo el acceso rápido sin contacto, gestión remota de usuarios, registros en tiempo real y alta precisión biométrica. EXCELENTE UBICACION, A MEDIA CUADRA DE AV. DIRECTORIO, A TRES CUADRAS DE AVENIDA RIVADAVIA, VARIEDAD DE MÚLTIPLES MEDIOS DE TRASPORTE, SUBTE LÍNEA “A”. PLAZA FLORES. SUPERMERCADO COTO A LA VUELTA. APTO PROFESIONAL -REQUISITOS *1 mes de adelanto $ 640.000- *1 mes y medio de depósito $ 960.000- * Expensas $ 71.120 *Seguro de Caución *Demostración de Ingresos Justificados *AUMENTO TRIMESTRAL POR INDICE IPC -Las superficies, medidas y expensas son aproximadas y al solo efecto orientativo. -Las medidas reales son las que surgirán del título de propiedad respectivo.	https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--19211045	1	N/A	N/A	N/A	Excelente	N/A	Frente	E	N/A	Sí	N/A	Departamento	Alquiler	N/A	33	N/A	ARS 640.000	N/A	N/A	N/A	N/A	N/A	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0
ARS 650.000	ARS 120.000	Directorio Av. al	2300	N/A	Alquiler	40 m² cubie. 1 dorm. 35 años	Departamento en Flores	https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--18418278	2	1	1	N/A	N/A	35	Contrafrente	NO	N/A	0	N/A	N/A	Alquiler	40	40	N/A	ARS 650.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 650.000	ARS 125.000	Doctor Tomás Manuel De Anchorena	1200	7	Alquiler	40 m² cubie. 1 dorm. 55 años	Reciclado. Recién Pintado. Piso 7°, Contrafrente. Muy Luminoso. Lavadero Incorporado. Aire Acondicionado. Expensas: $ 125.000. Servicios Individuales. Seguinos por Instagram arguellesasociadosinmobiliaria	https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--19254268	2	1	1	N/A	Muy Bueno	55	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 650.000	N/A	N/A	N/A	N/A	N/A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 500.000	ARS 136.900	SINCLAIR al 3000 6°	N/A	N/A	Alquiler	32 m² cubie. 1 dorm. 40 años	2 AMBIENTES. CONTRAFRENTE. 32 M2. IMPECABLE. TODO SOL. APTO PROFESIONAL. BAñO Y COCINA COMPLETOS. PLACARD. SERVICIOS INDIVIDUALES. AIRE ACONDICIONADO. PISOS DE PARQUET. EDIFICIO DE 7 PISOS, 4 POR PISO, ASCENSOR. EXPENSAS: $ 136.900.- ABL: $ 10.115.- AYSA: $ 21.386.- ENTRE AV. CERVIñO Y DEMARIA (A 2 CUADRAS DE AV. DEL LIBERTADOR - A 4 CUADRAS DE AV. SANTA FE, SUBTE LINEA D Y METROBUS) PALERMO Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Alejandro Ibañez - CUCICBA 1534 *FichaBrick=1037805*	https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18094217	2	1	1	N/A	N/A	40	Contrafrente	O	N/A	Sí	N/A	N/A	Alquiler	32	32	N/A	ARS 500.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 650.000	ARS 125.000	Doctor Tomás Manuel De Anchorena	1200	7	Alquiler	40 m² cubie. 1 dorm. 55 años	Reciclado. Recién Pintado. Piso 7°, Contrafrente. Muy Luminoso. Lavadero Incorporado. Aire Acondicionado. Expensas: $ 125.000. Servicios Individuales. Seguinos por Instagram arguellesasociadosinmobiliaria	https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--15202504	2	1	1	N/A	Muy Bueno	55	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 650.000	N/A	N/A	N/A	N/A	N/A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 680.000	ARS 250.000	Azcuenaga al	1000	N/A	Alquiler	48 m² cubie. 40 años 1 baño	"Departamento ubicado a mts de Av Santa Fe ,en el corazon del barrio de recoleta con excelente conectividad con todas las lineas de Colectivos y a mts de las principales lineas de subtes .Edificio de categoria con 2 Ascensores ,prinicipal y de Servicio. Caracteristicas :2 ambientes amplios con cocina independiente con una superficie total de 48 mts 2 .Buenos ventanales para todos los ambientes que permiten que los espacios tengan luz y sean ventilados .Piso de madera en excelente estado ,cocina reciclada con espacio y conexion para lavarropas y tender .Baño completo con bañera en suite .Es un hermoso dos ambientes que ofrece un espacio acogedor ,ideal para aquellos que buscan vivir en Recoleta por ser un punto estrategico de la Ciudad .Servicios centrales de calefaccion por radiadores y agua caliente central del edificio .Ventilador de techo en living y dormitorio y aire acondicionado el el dormitorio .En el ultimo piso posee un gran SUM para disfrutar que cuenta con parrilla ,sillas ,mesas ,heladera con freezer ,calefaccion ,Aire Acondicionado y un baño . Requisitos :Seguro de Caucion Argifianza ,deposito un mes y medio ,1 mes adelantado . Leandro Maioli Mat.3312 ""M&M Desarrollos Inmobiliarios en una empresa líder en el sector con una trayectoria de 30 años. La empresa se caracteriza por sus diseños contemporáneos y la creatividad a la hora de adaptar los proyectos a las necesidades actuales de los consumidores. La empresa tiene desarrollos por más de 260.000 metros de obra, y ya ha entregado más de 1500 departamentos en más de 50 edificios."" Matricula CUCICBA. 3312"	https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--18231757	2	N/A	1	N/A	N/A	40	Interno	N	N/A	Sí	N/A	N/A	Alquiler	48	96	48	ARS 680.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARS 730.000	ARS 170.000	Avenida Congreso	2000	2	Alquiler	42 m² cubie. 1 dorm. 15 años	Living comedor amplio,con balcon. Muy luminoso Cocina amplia completa,integrada ., pileta de lavar y conexión para lavarropas Caldera Ariston dual (piso radiante y agua caliente) 1 dormitorio , Baño en suite, y toilete Contactar Sofia +54 9 11 NO SE ACEPTAN MASCOTAS Alquiler mensual 730.000 ajustable. Expensas 170.000.- impuestos ABL y AySA a cargo del inquilino. Contrato dos años. Garantia propietaria preferible pariente o seguro de caución Demostrar ingresos Contactar 15 Sofia certificado de dominio y certificación de firmas a cargo inquilino	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18541385	2	1	1	1	Muy Bueno	15	Contrafrente	NE	N/A	Sí	N/A	Departamento	Alquiler	42	45	3	ARS 730.000	N/A	12	2	N/A	Muy Bueno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
ARS 1.690.000	N/A	French	2800	2	Alquiler	85 m² cubie. 2 dorm. A Estrenar	Es un historico edificio Art Deco, del Arquitecto Alejandro Virasoro. Es 2 piso por escalera.	https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--19397721	3	2	1	1	Excelente	N/A	Contrafrente	NO	Corrido	0	N/A	Departamento	Alquiler	85	90	5	ARS 1.690.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 460.000	ARS 110.000	Avenida Cabildo	900	N/A	Alquiler	50 años 1 baño Monoam.	Hermoso y cómodo monoambiente con cocina aparte y baño completo. Departamento lateral, piso alto, muy luminoso. Edificio bien ubicado sobre la avenida Cabildo, a metros de la estación de subte D y por donde circulan numerosas líneas de colectivos. Alquiler por 24 meses. Sólo con seguro de caución.	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--19146774	1	N/A	1	N/A	Muy Bueno	50	Lateral	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	35	N/A	ARS 460.000	N/A	N/A	N/A	N/A	Muy Bueno	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ARS 1.550.000	ARS 220.000	Av. Santa Fe	3500	3	Alquiler	95 m² cubie. 2 dorm. 75 años	Señorial edificio francés. Integramente refaccionado, renovado y reciclado, con materiales de época. Excelente departamento al frente, 95m2. Apto Profesional. Se ha preservado el estilo original. Plastificado a nuevo en los dormitorios. Living , comedor, pasillo, cocina, baños y balcones vitrificados. Amplio living comedor con recepción y balcón a la Av. Santa Fe. Agua caliente y calefacción central por radiadores con caldera individual DUAL BAXI italiana. Calefón adicional ORBIS para cuando se necesite un service de la caldera. Espacio bajo mesada para lavarropas frontal. Dormitorio principal con amplios placares y balcón. Dependencia de servicio o tercer dormitorio/escritorio. Baño principal, baño de servicio y cocina totalmente refaccionados a nuevo. Instalación eléctrica nueva. Instalación independiente nueva de cables para Aires Acondicionados y Video Cable. Tablero eléctrico nuevo. Sistema de apertura eléctrico de persianas. Departamento pintado a nuevo. Dueño directo. Garantía de propiedad. Dos meses de depósito. Mes adelantado. Se acepta pago por adelantado del contrato. Un mes de descuento por cada año pagado por adelantado.	https://www.argenprop.com/departamento-en-alquiler-en-botanico-4-ambientes--11112406	4	2	2	N/A	Excelente	75	Frente	S	Corrido	Sí	N/A	Departamento	Alquiler	95	97	2	ARS 1.550.000	N/A	7	3	N/A	Excelente	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARS 750.000	ARS 160.000	Avenida Córdoba	3900	6	Alquiler	40 m² cubie. 1 dorm. 1 baño	- Departamento en alquiler en Avda. Córdoba casi Medrano: Muy luminoso, ubicado en una zona exclusiva. Cuenta con dos ambientes, aire acondicionado en living (frío) y en habitación (frío/calor), y cocina separada (incl. cocina 4 hornallas c/ horno a gas). Ubicación inmejorable: frente a McDonald’s (24 hs), debajo de Farmacity y en la esquina de Mostaza. A una cuadra del Sanatorio Güemes y a metros de la UTN. -Condiciones: * Se alquila sin muebles * Contrato por 2 años (Se ingresa a partir 1/05/26) * No apto mascotas * Actualización cuatrimestral -Requisitos: * Garantía propietaria y fiador -Costos de ingreso: * Mes de depósito (se abona al firmar el contrato y se devuelve al finalizar) * Gastos de suscripción del contrato: equivalente a un mes de alquiler	https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--19295709	2	1	1	N/A	Muy Bueno	N/A	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 750.000	N/A	N/A	N/A	N/A	Muy Bueno	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
